,label,Unnamed: 0,message,datetime
227068,2,227068,"$JD $BABA $AAPL $FB well. The clown in chief didn&39;t Twit anything productive or at least an attempt at a pump like he usually does so, keep bleeding.",2019-08-14T19:34:05Z
227148,2,227148,$AAPL 185,2019-08-14T17:27:09Z
227149,1,227149,$AAPL Weekly is on a bearish retrace but it would be bullish on its way to D.,2019-08-14T17:24:47Z
227191,2,227191,$AAPL 200 EOD,2019-08-14T16:52:20Z
227192,2,227192,"$MSFT  There is 2 types of recession. A provoked recession and involuntary recession. Right now, we are going toward a provoked recession.It is easy to see that the price of market has been forced in different directions to create a correction regardless of the book value or fundamental of stocks itself.$AAPL  $AMD $FB $AMZN",2019-08-14T16:50:49Z
227440,1,227440,"$AMZN I had pounded the table that the FED 25bps cut would be a wasted cut and if they don’t go 50bps they risk everything they r trying to preventA few things, when the curve inverts the market usually goes up on average 18-20%Algos tuned to sell on these inversions especially the 2yr -10yr inversionTrumps trade policies and Powell’s inability to read that and the global economy is what’s led to thisFrom a technical side it looks like we open at half 50% of all of yesterday’s candles, for example $AAPL is at half of yesterday’s gains, the VIX is challenging half of yesterday’s candleThe low rates r spurring a lot of real estate activity and the USA is not a manufacturing country anymore, we are HOUSING and real estate and technology services.and those things r doing well and thrive in low rate environmentsMany risks have gone up for Trumps trade policies and China must be happy to have upper hand for now.they will not sign an agreement today that’s for sure",2019-08-14T13:06:46Z
227490,2,227490,$AAPL $NFLX Congrats to WeeKay Put Buyers from yesterday. Nice rewards coming your way this week.,2019-08-14T12:12:32Z
227502,2,227502,$AAPL Trump won’t like the media talk of recession he will have to make a deal with China sooner rather then later $AMD $AMZN,2019-08-14T11:55:59Z
227534,2,227534,"$TSLA $NVDA $AMD $AAPL ok let see what remains from this yesterdays crazy up. Could be an inverted hammer in charts longer than daily. MrPump will beg his friend to reduse rates again, and friend will do. But nothing will help to avoid the entery in new economic cycle, even if red head drives the situation completly back.",2019-08-14T10:40:01Z
227553,2,227553,$NQ_F $QQQ $SPY $AMZN $AAPL  this just in.  :raising_hands:   :face_with_tears_of_joy: ,2019-08-14T04:56:07Z
227571,0,227571,@PERMABEARINFINITY I disagree with the recession part. But I am confident we will see a pullback with $AAPL,2019-08-14T02:44:31Z
227838,1,227838,$AAPL long for the quarter,2019-08-13T18:06:30Z
228095,2,228095,$AAPL don’t get fomo,2019-08-13T14:27:48Z
228209,2,228209,$AAPL Back to post ER levels that was your gift kids,2019-08-13T13:59:12Z
228247,2,228247,$AAPL Whoa,2019-08-13T13:53:36Z
228268,2,228268,$AAPL Holy shit just pulled in 7k,2019-08-13T13:50:23Z
228304,2,228304,$AAPL watching shorts get burned and seeing this soar will be a thing of BEAUTY,2019-08-13T13:36:24Z
228311,1,228311,$AAPL nothing bearish about this. The safest stock to be in. The pullback happened about 2 weeks ago. Should go to $210,2019-08-13T13:32:57Z
228354,2,228354,"Reasonable portfolio proposal: HP($HPQ), Akamai Technologies($AKAM), Apple($AAPL),… [URL] canada canadian_equities CA",2019-08-13T11:09:34Z
228366,2,228366,$NQ_F $QQQ $AAPL $AMZN $SPY  :face_with_tears_of_joy:  put owners trapped in the cash market.not sure how long this red will last.,2019-08-13T08:20:30Z
228369,2,228369,$AAPL just got an invite to the new Apple credit card. You think this news are going to affect share price ?,2019-08-13T05:33:00Z
228377,2,228377,"$AAPL has an Altman-Z score of 4.30, meaning it is financially healthy with little risk of bankruptcy. [URL]",2019-08-13T03:19:23Z
228407,1,228407,"$AAPL RS is ridic. this thing is going to new highs, $250 and $bynd when this gets sorted.",2019-08-12T22:39:43Z
228416,2,228416,"@srains99 @JordynStarlight @CaptainSeely @Banana3 @GoodNewsBull you know they&39;re somewhere &quot;In their Feelings&quot; trying to come up with their next best Punchline to challenge Bears with their Busted Thesis in $BA Bong Boeing that&39;s surely up in smoke  :fire:  :airplane_arrival: Literally and figuratively since being exposed for the not so marveled ingenuity planes they professed.  :beaming_face_with_smiling_eyes:  :skull:  :loudly_crying_face:  :chart_decreasing:  :airplane:  Stock deserves no more than $250 a share TBH!  Wall Street in to Deep along with it&39;s retail followers who are all riding on them junk 737Max8 caskets to litter up the airways with vomit.  :face_vomiting:  Arrogant self-righteous bulls kept doubling down on their inhumane rhetoric that it was the pilots fault etc and still haven&39;t recanted their rusty statement. - Immoral B*strds ! Oh Well, Back to SHORTING this Froth &amp; Fluff Ice Cream cone :soft_ice_cream:  :rolling_on_the_floor_laughing:  lol!  $SPY $AAPL $TSLA soon to be $BYND Buttocks :face_with_medical_mask:  :face_with_hand_over_mouth:  :pile_of_poo:  :toilet:  :sweat_droplets:  shifting to the downside!  :eyes: ",2019-08-12T21:59:10Z
228448,2,228448,$AAPL Got calls babyyyy apple credit card to the mooooon,2019-08-12T19:50:48Z
228538,0,228538,slower day but $AAPL treating us well,2019-08-12T16:57:26Z
228588,1,228588,"$AAPL to be honest, Apple units sells peaked in 2015, doesn’t matter how strong its service rev, all service rev depends on its units . The reason you see that eps  still strong is because of massive buyback program, which reduced shares outstanding, and inflate its eps accordingly",2019-08-12T15:05:47Z
228651,0,228651,China And Technical Picture Combine To Weaken Apple $AAPL [URL],2019-08-12T13:39:50Z
228674,2,228674,"$SPY Good awakening traders. :sun:  WELL WELL,   indicators and sentiment was  right   :chart_decreasing:  :eyes:  :loudly_crying_face:  :police_car_light: . Bulls woke up OOOBER  nervous :worried_face:  :astonished_face:  :nauseated_face:  Rushing to their dusty computers like.  :chart_decreasing:  :pile_of_poo:  :laptop:  :horse_racing:  :man_running:  :dashing_away:  No worries,  it&39;s only money  :dollar_banknote:  :face_with_tears_of_joy: . NAILED my PUTS / picks so far $AAPL $BA  $BYND $ALLK    :SOS_button:  :police_car_light:  :stop_sign:  :money_bag: ",2019-08-12T11:53:15Z
228686,1,228686,"$SPY $DIA $QQQ  $AAPL $SWKS    :down_arrow: US SOCK MARKET SPY :roller_coaster:  :bomb:  futures drop 150 points as US-China trade, Hong Kong protest tensions rise You Were Warned  US Stocks  :bomb: ",2019-08-12T10:18:14Z
228691,2,228691,"$MSFT $AAPL $AMZN  is what I call a large media manipulation. Why wait for China market to close green and turn our market red when you have the info hours ago to publish. ? And institutions and media couldn’t make China write something against U.S to justify the sell off. Now, they are using a strike to create a no justifiable sell off. This is ridiculous. At this age, the fundamental or technical doesn’t matter. They just keep the manipulation like a penny stock. [URL]",2019-08-12T09:47:49Z
228744,2,228744,@Turner_Sparrow interesting also heard $AAPL has bought a part of a USA micro chip company to build microchips in there phones and get out of China.,2019-08-11T23:30:16Z
228893,1,228893,"Compared to an average industry Altman-Z score of 2.46, $AAPL is more financially solid! [URL]",2019-08-10T03:48:19Z
228898,2,228898,"@SlightlyStoopider @Farne @primadona @Nostockdamus26 @Annie_Preferred @marketmama @HutchE @lilmisslawyer @MrsNostockdamus26 RH isn’t really free, trades are free, but it would cost me like 75 dollars to transfer the share to my outside broker. And a share wortha dollar, nah, make my free share a share of $AAPL  :red_apple: .",2019-08-10T01:24:42Z
228919,2,228919,"@OneTradeDaily $OSTK *is an irrelevant online retailer* who cannot compete with eBay, AMZN, GRPN, etc., so when their company was in dire straits for several years dwindling down (and the PPS barely 10) they made a desperation Hail Mary move and announced they were getting into accepting Bitcoin/blockchain payments when 2016 began (see the chart).  OSTK will never be a “Nasdaq listed digital equitys powerhouse” AYFKM?  They are worth nothing without blockchain.  OSTK is *not even close* to like buying $AAPL while developing the iPod or $NFLX when they started moving into streaming. Do not get caught in the present hype of following unsustainable blockchain momentum or the past perspective of Bitcoin reaching 20,000 and beyond, find the ones that are not an erratic rollercoaster (OSTK 70 to a paltry 25 or Bitcoin 20,000 to 6,000) of uncertainty and you will be on the winners side!",2019-08-09T22:01:12Z
228945,2,228945,$AAPL $SPY the last 5 mins was fun to watch  :face_with_tears_of_joy:   :fire: ,2019-08-09T20:16:37Z
228948,1,228948,"$AAPL day trade. came out 11 min before close. that is my typical sell point unless there are bids piling up, because sometimes its a pain in the butt to close it out when things start selling and that happened today. had no idea.",2019-08-09T20:13:30Z
229043,2,229043,@Hopeisnotatactic they need $AAPL to keep economy from tanking.,2019-08-09T18:19:29Z
229093,1,229093,$MU $AAPL $TSLA Gorgeous Dow bear flag right at resistance with a normal RSI.  Next week is gonna hurt.,2019-08-09T16:46:29Z
229116,0,229116,"$AAPL shorted, done fighting this market",2019-08-09T15:59:03Z
229136,2,229136,$AAPL anybody use robinhood? Any feedback?,2019-08-09T15:22:16Z
229179,1,229179,$AAPL Struggling here under 201.46 if spends much time here and fails will move target lower,2019-08-09T13:58:44Z
229277,2,229277,$AAPL is a HOLD,2019-08-08T23:57:07Z
229299,1,229299,$AAPL is fading away after hours. Held a small short at the close and covering into this dump,2019-08-08T22:30:04Z
229347,1,229347,These gains were like pullin fn teeth today. $NFLX $BA $AAPL $AMZN $BYND,2019-08-08T20:04:00Z
229368,1,229368,$AAPL Covering some at 201.07.,2019-08-08T19:14:34Z
229540,2,229540,$ROKU $NFLX $AAPL just flow my channel and trade with me. Free alerts for picks. No bshit.,2019-08-08T14:53:48Z
229556,1,229556,$AAPL Squeeze to 203,2019-08-08T14:31:51Z
229560,1,229560,$AAPL view performance of setups posted   [URL],2019-08-08T14:22:21Z
229576,2,229576,$AAPL Better get on board! . :flexed_biceps:  :thumbs_up: ,2019-08-08T13:54:16Z
229581,2,229581,$AAPL damn!,2019-08-08T13:46:54Z
229587,2,229587,$AAPL [URL],2019-08-08T13:42:38Z
229635,1,229635,$LLY (+0.0% pre) Apple $AAPL and Eli Lilly are studying whether data from iPhones and Apple Watches can detect signs of dementia - [URL],2019-08-08T12:29:42Z
229637,2,229637,To the moon :rocket:  $AAPL $MSFT $AVGO $IBM $SHOP,2019-08-08T12:23:25Z
229690,1,229690,$AAPL Apple can see sellers at 205 - 212 area (if reached) as it ended a double zigzag correction and the stock can extend lower or pullback in 3 waves at least from there.   More stock update at [URL] elliottwave trading,2019-08-08T03:34:42Z
229759,1,229759,"Lets look at Trumps &quot;crackdowns&quot; $AMZN at $600, $AAPL at $92, $TMUS at $60, etc, etc so I guess that means $TWTR goes up another 25% thanks to Ttump!",2019-08-07T22:28:32Z
229762,2,229762,$AAPL check my photo! How would you like to be in my position driving that close to a F-4 Tornado,2019-08-07T22:16:48Z
229836,2,229836,@jager2017 -&gt; $100 that the max i will give them  :face_with_tears_of_joy:  always use stop loss my friend . I am so quick to close a losing trade now days  :face_with_tears_of_joy:  its not even funny .and i am in no rush of taking a trade . I will wait because i know more opportunities are on the way $AMD $ACB $AAPL $OILU,2019-08-07T19:49:08Z
229874,2,229874,$AAPL Get ready last 30 minutes for the Dump,2019-08-07T19:05:52Z
229927,1,229927,$AAPL Getting toppy.Selling at those red dotted lines.,2019-08-07T18:08:04Z
229986,2,229986,$AAPL looking forward to the upcoming dividend :),2019-08-07T17:09:50Z
230004,2,230004,$AAPL comeon 196.40 break,2019-08-07T16:33:29Z
230015,2,230015,"$AAPL Then, both U.S. &amp; the fragile Chinese economy will come crashing down. It won’t happen.",2019-08-07T16:17:33Z
230075,0,230075,$AAPL mms still shedding.,2019-08-07T14:56:36Z
230116,1,230116,"$AAPL Apple&39;s App Store growth picked up in July thanks to China, says Morgan Stanley [URL]",2019-08-07T14:09:16Z
230117,1,230117,Bitcoin $BTC.X numbers in a different light. Now world&39;s 11th largest money supply. Would be 27th largest company - $GOOGL $MSFT $AAPL $FB -  [URL],2019-08-07T14:07:10Z
230163,2,230163,$AAPL here we go,2019-08-07T13:09:54Z
230229,2,230229,If OrangeClown presses a little more on the trade war front it will be game over for him in terms of re-election next year. More trade headwinds will push the economy into a recession. So my bet is that we are near the end in terms of escalation.what&39;s your view? $SPY $QQQ $IWM $DIA  $AAPL,2019-08-07T08:16:01Z
230238,1,230238,$AAPL has an average volume of 25539300. This is a good sign as it is always nice to have a liquid stock. [URL],2019-08-07T05:26:14Z
230250,2,230250,"$AAPL  Now apple is using its 285 B Cash stash to and becoming a loan shark to  blind  apple users, cant find any better use for that money and  innovation has gone to zero since iPhone 6 which was copied from Samsung  S3    Can&39;t stop peddling their i-junk    new i-nonsense - Apple Card- is launched go buy it own it till it owns you",2019-08-07T03:53:35Z
230252,2,230252,$AAPL how can you be bullish during a trade war wait for all time lows,2019-08-07T03:44:41Z
230350,2,230350,$AAPL don’t get too excited,2019-08-06T20:43:52Z
230459,2,230459,$AAPL price difference is a bitch  :man_facepalming_light_skin_tone: ,2019-08-06T17:44:42Z
230586,2,230586,$AAPL Any negative china talks you short this one.,2019-08-06T14:46:06Z
230637,2,230637,$AMZN $TQQQ $EBAY $ABT $AAPL,2019-08-06T13:56:51Z
230697,2,230697,"$AAPL Apple and Goldman Sachs take a swipe at cards8/6/19, 4:07 AMApple and Goldman Sachs on Tuesday said they launched the Apple Card as the two giant brands make inroads into consumer finance together. Stephen Nellis reports.",2019-08-06T12:54:41Z
230791,1,230791,$AAPL Closed out with the market plunging,2019-08-06T09:21:50Z
230817,0,230817,Apple downgraded by BidaskClub to hold. [URL] $AAPL,2019-08-06T06:08:35Z
230835,1,230835,$AAPL ok this is getting crazy,2019-08-06T05:00:45Z
230881,1,230881,$AAPL iPhone revenue declining and main co. affected by tarrifs with no end in sight. Blood bath just beginning.,2019-08-06T03:43:32Z
230916,2,230916,"$QQQ $SPY $AAPL Good god apparently the fun continued well after the bell. WTF, did anything else news worthy happen or just continued selling.",2019-08-06T02:24:19Z
231041,1,231041,"$BA $AMZN $FB $AAPL $NFLX If you have been holding dry powder in 401k money markets, start dumping back 20% for each 5% drop now. This will recover soon and even take us to new highs for S&amp;P 2019 EOY",2019-08-05T23:52:53Z
231069,2,231069,$SPY $AAPL i bot calls this week looking 4 our next go [URL],2019-08-05T23:30:30Z
231071,1,231071,"$AAPL I had 110 apple shares I added at 170 on the way up from 140. Had stop loss from last week at 195 which ticked in today. Thankful I had that in place (tho I wish I had it at 210 when we hit 220 LOL).   TRUMP IS A DICKASSHATMOTHERFUCKER and if you vote for him. well, you&39;re no friend of mine.",2019-08-05T23:28:55Z
231088,2,231088,$AAPL yessssss lmAo,2019-08-05T23:12:04Z
231353,2,231353,"$AAPL Staring at this, waiting for a good time to buy calls.",2019-08-05T19:30:24Z
231362,1,231362,$AAPL $SPY $NVDA $QQQ  Market Makers are shorting this Market because large institutionals are  buying Puts  :eyes:  :megaphone:  Market goes lower :down_arrow: ,2019-08-05T19:24:10Z
231431,2,231431,$AAPL China gives the finger to the white supemacist in chief &amp; this is what the rest of us get.,2019-08-05T18:43:32Z
231525,1,231525,$AAPL watch out below! Easily under 190 this week! Falling knife soon  :kitchen_knife: ,2019-08-05T17:20:41Z
231586,2,231586,$AAPL shit show,2019-08-05T16:41:31Z
231614,2,231614,$AAPL wow account bleeding green apples to red,2019-08-05T16:14:08Z
231672,2,231672,$AAPL time to buy?,2019-08-05T15:23:15Z
231785,2,231785,$AAPL We going red to green,2019-08-05T14:01:11Z
231840,2,231840,"$AAPL I decided that I was going to buy in light friday, so i bought a single put for about $100. I&39;m about to lay in bed and watch romance movies all day out of sadness. I could&39;ve made so much money if I wasn&39;t a wimp.",2019-08-05T13:29:56Z
231898,1,231898,Smartphone growth curve is flattening and $AAPL is looking to wearables AR VR:  [URL]  $KOPN + BOE + Goertek have supply chain for MicroOLED in China now. See slide.  How does $VUZI participate?,2019-08-05T12:31:58Z
231935,2,231935,$TVIX $AAPL $GOOGL $FB $AMZN - Some people are farmers and reap the reward at harvest time. Some people are hunters and strike at the opportunity. I&39;m locked and loaded.,2019-08-05T11:36:32Z
231939,2,231939,$SPY Everyone who says &quot;I want to wait for a pullback to Buy&quot; are usually the one&39;s too scared to pull the trigger when it comes. If you wake up to a 10-15% drop maybe than you&39;d start to feel funny but you respond to a 1-3% drop w/ fear &amp; panic you really shouldn&39;t be in the stock market. These are the days Pro&39;s love because it washed out weakness. 2% drop is scary &amp; the world is ending? Really? Wow $AMZN $AAPL $MSFT $BA,2019-08-05T11:32:59Z
231975,2,231975,$AAPL prepare for 170 eom,2019-08-05T09:46:10Z
232112,2,232112,$AAPL Bezos sold $1.8B worth of amazon shares just a few days ago,2019-08-05T01:56:21Z
232163,1,232163,$SPY $aapl $ba futures looking good. so far.,2019-08-04T22:11:13Z
232175,1,232175,$AAPL $AMZN $NFLX $NVDA $TSLA a summer correction would be great to have a nice bull run on the back half of 2019  :hundred_points:  :down-right_arrow: ,2019-08-04T21:00:41Z
232201,1,232201,$AAPL outlook is very good. $250,2019-08-04T17:24:29Z
232202,1,232202,@UpTrendr people that got $140 $AAPL are pretty happy right now,2019-08-04T17:19:00Z
232237,2,232237,"$AAPL $AOBC Guns  :water_pistol: and Expensive crap cellphones :mobile_phone: , I tell ya!  OH and fentanyl  :pill:  :syringe:   America is in denial lol :rolling_on_the_floor_laughing:  . Somebody  :shushing_face:  lying. Can&39;t have it both ways - INSANITY!  You say China is the  problem to hide the fact that america consumes all this crap at exorbitant high levels  :bar_chart:   but won&39;t pull   businesses out of China that is also making this stuff. Decadent cultures,  do HE :ice_hockey: A drugs and carry the same in guns and  when you mix the two you get Crazy embolden  ratchet ppl who want to pass the excuse of their insidious behavior unto the government. Sad part the government also helps cheerlead these radical B*strds  :confounded_face:   ( I&39;m glad I&39;m vegan and a  short seller -  I CORRECT THE ENRAGED and delusional&39;s.)  :rolling_on_the_floor_laughing:  :face_with_tears_of_joy:  :skull:  oh well these MASS SHOOTINGS are  bull headed racists. $FB $BYND $SPY",2019-08-04T13:50:27Z
232249,1,232249,"Streaming media player growth slows, smart TVs step up [URL]  &quot;39% of US broadband homes own a streaming media player, up 1% since  2018; Roku and Amazon Fire TV own 39% and 30% of the market,  respectively.&quot;  $AMZN $ROKU $AAPL",2019-08-04T12:19:11Z
232328,2,232328,$AAPL Symm. Triangle Breakout + eSIX,2019-08-03T14:02:41Z
232330,2,232330,"$AAPL too many bullish people here, make it scary, it might drop",2019-08-03T13:52:31Z
232404,2,232404,$AAPL Wonder if we’re out the woods,2019-08-02T21:51:18Z
232414,1,232414,$AAPL Perfect buy at 150,2019-08-02T21:15:18Z
232430,2,232430,$AAPL round two Monday,2019-08-02T20:30:54Z
232477,2,232477,$AAPL retaliation next week could be bad here,2019-08-02T19:10:55Z
232508,2,232508,"$AAPL currently retracing to fib support, get calls ready for that next impulse up!",2019-08-02T18:39:38Z
232556,2,232556,$AAPL $MSFT $T $BX  New Tweet from Donnie should be a good one. Get ready for a Friday  Rally  beyond belief.,2019-08-02T18:05:43Z
232697,2,232697,$AAPL trade war is already priced in. This is exhaustion and capitulation prior to continuation.,2019-08-02T15:37:55Z
232743,2,232743,"$SPY When everyone is running out the door you want to run in. As one of the best once said,. $AAPL $NFLX $MSFT $AMZN",2019-08-02T15:07:20Z
232749,0,232749,$AAPL Anymore hint of bad news in the trade talks this is really going to go down fast,2019-08-02T15:04:39Z
232751,2,232751,"$QCOM picking up some signals here, also watch $AAPL and $AMZN",2019-08-02T15:04:11Z
232752,2,232752,$AAPL TRUMP! Is the stock god. Thanks for the load up opportunities,2019-08-02T15:03:42Z
232940,0,232940,$DE BA $CAT $MU $AAPL $SPY Tarriffs have a negative on these companies corporate earnings. :bomb: ,2019-08-02T13:48:03Z
232992,1,232992,$AAPL Good chance for bullish action in market today from sell yesterday via the $TICK MMs shed volume and market distributed. $aapl rare to have 3 red candles should be green before move down IF were going down.,2019-08-02T13:14:47Z
232996,2,232996,$AAPL  [URL] Subscribe please it would mean a lot,2019-08-02T13:09:34Z
233059,2,233059,Today $AAPL shows HOLD signal (TA) for short term. Technical analysis source: [URL],2019-08-02T10:36:22Z
233061,1,233061,"$AAPL i sense a 210+ close today and next week 215 again.  Underlying business remain robust, services growing, wearables growing and plenty of cash for buybacks.",2019-08-02T10:33:24Z
233108,1,233108,$AAPL lmao 3x in a row. After “hit” Er it just flops. Trillion MC curse. Let’s see you under $200  :money-mouth_face: ,2019-08-02T08:03:29Z
233112,1,233112,"$AAPL Red week or two, then goes back to $220-230. Bearish for now, puts, let’s go!",2019-08-02T07:31:13Z
233147,1,233147,Talks about how China will retaliate. Says stocks are not done selling yet and still a good time to offload $AAPL. Don&39;t buy right away and wait for it to settle down.,2019-08-02T04:19:34Z
233161,1,233161,$GOOGL $GOOG $FB Bullish $AAPL Bearish Dan Niles today.  [URL],2019-08-02T03:26:15Z
233175,2,233175,$AAPL China retaliation next!,2019-08-02T03:03:12Z
233255,2,233255,"$AAPL wow, it alike ER never happed , crazy those that hold more than a day",2019-08-01T23:24:52Z
233301,2,233301,"$NQ_F $ES_F $AAPL $MSFT $AMZN i would be shocked if this just doesn&39;t dump/crash overnight, complete shit show and china digging in very very deep now.if we get a flush overnight buyers will come in a much lower levels, i might be one of them",2019-08-01T21:06:12Z
233424,1,233424,$AAPL EOD drop?,2019-08-01T19:13:27Z
233450,2,233450,$AMZN $SPY $NFLX $AAPL this market turned into shit. Thanks Trump and Powell! This was all planned out.,2019-08-01T19:01:29Z
233488,2,233488,$AAPL scalp calls again,2019-08-01T18:45:41Z
233510,2,233510,$SPY $DJIA $AAPL $SPX  today in a nutshell,2019-08-01T18:35:39Z
233523,1,233523,$AAPL lurking in @ under 195,2019-08-01T18:32:39Z
233672,2,233672,$SPY $AAPL One false move and market be like,2019-08-01T17:55:18Z
233710,1,233710,"$AAPL so true, bad for my stocks today, good for long term future of our children plus corrals Powell",2019-08-01T17:50:18Z
233785,1,233785,Call Sweeps Over 500K (a/o12:58pmEST): $QQQ $AAPL $AMZN $TSLA $NOW,2019-08-01T17:00:47Z
233802,1,233802,"$AAPL waiting for a downswing, should be coming, then will add more (210’s)",2019-08-01T16:25:58Z
233827,2,233827,@SilentBob890 the have the lifestyle trends to suggest they are going to dominate the meatless market. They will be the $AAPL or $GOOG of alternative meats.,2019-08-01T16:07:02Z
233940,2,233940,$AAPL Folks keep in mind institutions buy the first week of the month at wholesale prices that&39;s why the crooked FED chairman gave his speech yesterday to scare off the retail investors and drive the markets down for his buddies to load up at a discount after the earnings are now clear.,2019-08-01T14:22:20Z
233945,2,233945,"$AAPL will have our financial data, health data, contact data. Umm.",2019-08-01T14:18:09Z
233970,2,233970,"$aapl out of puts finally, that sucked",2019-08-01T13:44:34Z
233976,2,233976,@PatternDayTrader dude. $ea outperformed $aapl. have a little accountability and say gg @tradervic21   that’s all.,2019-08-01T13:33:59Z
233995,1,233995,Wedbush Raises Apple FY2019 Earnings Estimates to $11.72 EPS (Previously $11.62). [URL] $AAPL,2019-08-01T12:58:53Z
234038,1,234038,$AAPL if the market keeps going and just goes back to yesterday&39;s open. I see this at 220 maybe a bit more.,2019-08-01T10:47:29Z
234064,1,234064,$AAPL it’ll pull back to $195 short term,2019-08-01T04:08:39Z
234098,2,234098,"$BYND  @Bull1226 @jo1982  we have Bulls Sitting around dressed in kiddie Cat :cat_face: ‍ :glasses:  :cat_face: ‍ :bust_in_silhouette:  Costumes Trying to keep a straight face after that deluge  :droplet:  :chart_decreasing: SELLOFF AH- Praying, hoping, begging, crying for a Major Bounce Tomorrow like they&39;ve been getting up til now with such a low float!  :face_with_hand_over_mouth:  :grimacing_face:  :cat_with_tears_of_joy:  Yes Boys &amp; Girls that float is about to get Pregnant with a 3 Million month old Janitor Baby :chart_decreasing:  :baby:  :eyes: , who&39;s about to sweep up all Bulls dirty money :money_with_wings:   :ox:  :pile_of_poo: .  $AAPL $BA $SPY $TSLA My new App - &quot;Slap Cat&quot;  :grinning_cat_with_smiling_eyes: ",2019-08-01T02:10:37Z
234179,2,234179,@JassonMraz Thank goodness there are honest people out there that aren’t just trying to make more on their puts! Thank you! It will recover quick $AAPL $SPY,2019-07-31T22:49:51Z
234205,1,234205,Last10K highlighted 32 positive and negative remarks in $AAPL&39;s 10-Q filed today. See them in the Quarterly Report: [URL],2019-07-31T22:03:22Z
234325,2,234325,$AAPL I wonder if this will bounce back up to 218 let’s find out lol,2019-07-31T19:18:28Z
234366,1,234366,$SPY $FB $AAPL  put made my loss back buy put buy put,2019-07-31T18:59:20Z
234395,2,234395,$AAPL Now I see why it was pumped like crazy  :winking_face_with_tongue:  :rolling_on_the_floor_laughing:  :man_facepalming_light_skin_tone: ,2019-07-31T18:53:32Z
234503,2,234503,"&quot;I can&39;t hold stocks through this fed decision, sold all my $KO here, sold the $AAPL, sold the $AXP&quot; - Warren Buffett, probably",2019-07-31T17:53:37Z
234573,2,234573,How Does Apple&39;s iPhone Loyalty Compare To Samsung And Google? $AAPL $GOOG $GOOGL [URL],2019-07-31T17:06:36Z
234636,2,234636,$AAPL shocking price action. Lol I sold a little after open but wow,2019-07-31T16:30:20Z
234665,2,234665,$AAPL did your guy’s call bid ask spread look like this?,2019-07-31T16:17:09Z
234675,2,234675,$AAPL better to fade ERs next day than gamble before,2019-07-31T16:12:29Z
234694,2,234694,$AAPL down go frasier! take spy with you,2019-07-31T16:03:50Z
234711,2,234711,$AAPL buy the dip fire sale on crapple  :fire: ,2019-07-31T15:46:17Z
234793,2,234793,$AAPL you get out lol,2019-07-31T14:51:25Z
234918,1,234918,"rolled $AAPL Aug 2 Exp 220 calls (part of strangles and calendars) up and out to Aug 225, and BTC 192.5 Puts.",2019-07-31T13:47:44Z
234962,2,234962,$AAPL where is the big early morning sell-off the bears were helloing about yesterday evening?,2019-07-31T13:43:03Z
234991,2,234991,$AAPL CNBC anti AAPL clowns eating crow this morning!,2019-07-31T11:42:48Z
235017,2,235017,$AAPL short term puts are done but long term calls lets see the big squeeeeze,2019-07-31T11:24:34Z
235060,1,235060,$AAPL  BofA/Merrill Lynch maintained Apple (AAPL) coverage with Buy and target $240Past Target Price: $230Issuance Date: 2019-07-31,2019-07-31T10:16:49Z
235239,2,235239,"$ZM thank you $AAPL , tomorrow we rip",2019-07-30T21:54:01Z
235305,2,235305,$AAPL great earnings!  It’s a beat!  Thank you Tim Apple  :red_apple: ,2019-07-30T20:39:04Z
235427,2,235427,$AAPL Shorts panicking as the run up begins. Still time to cover and take a long position before EOD.,2019-07-30T18:44:24Z
235507,1,235507,$AAPL At Resistance Area. Correction and Possible trend reversal. The technicals for $AAPL heading into earnings show,2019-07-30T17:04:37Z
235626,2,235626,$AAPL here wonder what those 30 patents could be for.,2019-07-30T14:31:16Z
235749,2,235749,$AAPL Well that&39;s a wick!,2019-07-30T12:04:31Z
235817,2,235817,$AAPL earnings tomorrow after hours but when will a possible rate cut be announced?  Tomorrow or Wednesday?,2019-07-30T03:25:44Z
235917,2,235917,$AAPL The net flow today was telling that this rally was fake. Complete selling with fake pump,2019-07-29T20:43:28Z
235922,1,235922,$TSLA $NVDA $AMD $AAPL long bear-flag formed in intra.will see tomorrow.,2019-07-29T20:35:35Z
235935,2,235935,$AAPL Grrr could not hold 210,2019-07-29T20:05:47Z
235980,0,235980,$AAPL some serious action at $WKHS,2019-07-29T18:23:49Z
235998,2,235998,"$AAPL exited my calls today. GL to ER players, i think it will move sideways. No reason to dump and no reason to pump",2019-07-29T17:20:49Z
236216,2,236216,"@calvingrinder just a point that might be of interest, iPhones aren’t thrown away, they are recycled. Thus, Apple installed based isn’t only captured in the number of phones Apple sells. $AAPL",2019-07-29T13:57:43Z
236234,2,236234,Where Next For Apple Ahead Of Earnings? $AAPL [URL],2019-07-29T13:29:31Z
236252,2,236252,$ZM $BABA $AAPL Trade talks this week with China. I see a bearish week. What do you all think?,2019-07-29T12:45:09Z
236290,2,236290,"$NFLX  $SPY $AMZN $AAPL  If I buy a call and a put at the same time but sell each contract at separate times that same day, how many daytrades will this count as?",2019-07-29T04:55:25Z
