message,datetime,user,message_id
$SPY $QQQ $AAPL $MSFT,2020-07-12T06:24:58Z,1315304,227099621
"Updated ratings for EBay($EBAY), Encore Capital($ECPG), Apple($AAPL),… [URL] stocks earnings",2020-07-12T05:30:38Z,56948,227097590
"$MSFT $AAPL $GOOG $AMZN $FB | in 2016 - the rage was President Trump did not serve in the military!  in 2020 - there is not a single peep about President Trump serving in the military, why you may ask?!  Joe Biden has asthma, and was excused from military services.",2020-07-12T04:50:58Z,315595,227095695
"$AAPL How is the new Tom Hanks movie, Greyhound?",2020-07-12T04:45:38Z,3573696,227095434
$AAPL Who wants to be my sugar daddy and buy me a share of this bitch. I’ll send you nudes and let you text me lolz. btw I’m actually caucasian  :face_blowing_a_kiss: ,2020-07-12T04:34:39Z,3118864,227094769
"$AAPL $FB $TWTR $TSLA $DIS Amazingly enough, the market will continue to go up with sideways action along the way. But most importantly it will continue to go up until the election. The Fed pumping will be not stop. Certain parts of it will always change and shift around, though most importantly Powell has shown he will take any action when any sector begins to show weakness. This has already been taking place for the past 3.5 months and to see how the market has rallied is unreal. Whether or not you like the president, I believe him and Mnuchin who is very intelligent and knows how to play the game, have done a masterful job in keeping the markets up. Tesla is at $1500 and rallied another 50% in the past month. It’s unbelievable to say the least.",2020-07-12T04:33:52Z,3101512,227094718
$AAPL going to be a great week!  Can’t wait until the 12 comes out,2020-07-12T04:25:39Z,1601827,227094208
$AAPL $420 secured.,2020-07-12T04:23:32Z,722120,227094087
$MSFT $AAPL $EADSY $BORR $JMIA  These will make me rich as hell in next 5 years,2020-07-12T04:18:11Z,3226027,227093721
$AAPL: The long and short term trends are both positive. This is looking good! [URL],2020-07-12T04:17:00Z,47688,227093645
"$BA $dia $spy $amzn $aapl started hating Democrats now, I voted for obama twice , no vote 2016 ! Now if Boeing not 460 . then guess ?",2020-07-12T03:56:44Z,336518,227092183
$AAPL Should buy 13 or 16 inch mbpro?,2020-07-12T03:46:23Z,3169176,227091414
$AMZN $AAPL $GOOGL $BAC $NUGT anyone heard of Mark Barton the serial killer day-trader? Crazy,2020-07-12T03:43:26Z,820339,227091176
$AAPL .new max levels of covid cases and related eco fallout.second wave covid.trade war issues/the safety net.fed actions.major banks past stress tests.Trump wants to win.everyone already assumes bad eco data in the near term,2020-07-12T03:22:13Z,806853,227089498
"These are pieces of advice learned from actual trading experience over the years, summarized here for your convenience :)  $AAPL $TSLA $AMZN $SPY $FB",2020-07-12T03:19:15Z,2859254,227089216
$W $SPY $AAPL $TSLA $AMZN  Xtrades only hires the finest of analysts. Most of us traded together from the very beginning and have constantly helped each other learn along the way to creating 6-7 figure accounts. bit.ly/2CmdQd4,2020-07-12T03:18:44Z,3776964,227089174
$AAPL Let’s Go! $400 :dollar_banknote: ,2020-07-12T03:12:08Z,3284237,227088610
$SPY $TSLA $AAPL $AMZN  Is it not strange that all these experts are coming out this weekend calling for a market crash? What do they know or see that we don&39;t?,2020-07-12T03:04:36Z,396471,227087958
 :face_with_tears_of_joy:    $AAPL $TSLA $AMZN $SPY $FB,2020-07-12T02:49:30Z,2859254,227086512
@ktrader300 when do you think the economy will recover? Im new at this. $spy $aapl $tsla,2020-07-12T02:26:33Z,3087756,227084003
$SWKS [URL] wanted to share my thoughts on this 5g player $AAPL $TSLA $T,2020-07-12T02:23:24Z,3662855,227083566
$AAPL which one of these bad boys is going to double?  One two threeWstl  board looking to buy out share                   holders cheap Nio    Chinese tesla Ecor   Emergency covid approval :partying_face:  :star-struck:  :partying_face:  :zany_face:  :star-struck:  :zany_face:  :star-struck: ,2020-07-12T02:20:01Z,3246177,227082969
free weekly stock picks newsletter- weekly bull [URL] $QQQ $AAPL $TSLA  $AMZN,2020-07-12T02:12:03Z,2807211,227081554
[URL] $MSFT $SPY,2020-07-12T02:10:08Z,236839,227081183
"$AAPL  THE NEXT 400% 5G STOCK IS MYSZMYSZ owns broad patented VIRTUAL SENOR TECHNOLOGY  IN STORE AND MOBILE SHOPIFY LICENSES MYSIZE ID     [URL] is a REAL companyAMZN, GOOG, MSFT or SHOP could buy [URL]",2020-07-12T02:08:58Z,3091972,227080984
$SPY $gld $qqq$aapl$Msft Stone. great American joke,2020-07-12T02:08:06Z,1561366,227080835
$SPY $AAPL @wkhs  Can anybody suggest me a discord for swing trading? options?thanks,2020-07-12T02:04:04Z,1437910,227080569
$AAPL $TWTR UFC 251 Main Cards about to begin. Stock market close boys &amp; girl. Stop posting Clueless BS posts &amp; Enjoy the Weekends,2020-07-12T02:00:04Z,260036,227080281
"$TSLA $AAPL $XT Excellent room, Up to 608.59% profits in an hour and best chatroom for stocks and options. For a limited time, we are opening our trading chatroom to the public! Come learn, and get these gains with us:  bit.ly/2DyvpXU",2020-07-12T01:59:19Z,3381598,227080230
"$SPY $mrna you&39;ve been warned. $gld  we r not done. We just started $nbrv.  Old shoe . . Not done, I guess .$aapl At ellis island.  Lot of people here. Having a red beer. Face covering and all .",2020-07-12T01:52:58Z,1561366,227079802
"Samsung’s “Galaxy Unpacked” event will take place on August 5, where it&39;s expected to unveil the Note 20 smartphone. $AAPL $SPY",2020-07-12T01:52:41Z,195816,227079780
Anyone guys? $TSLA $AMZN $SHOP $AAPL,2020-07-12T01:52:25Z,2918435,227079770
If I have to gambk with 15k and buy a PUT like at least a month out. What stock would you guys recommend? $SPY  $TSLA $AAPL,2020-07-12T01:41:06Z,2918435,227079073
" :warning:  A lot of traders have been asking me what these short Trading Acronyms all mean, here is the list of the TOP 20 you must know. $AMZN $FB $AAPL $NFLX",2020-07-12T01:23:56Z,1052646,227077923
$TSLA trying to make it affordable like $AAPL next trillion dollar company,2020-07-12T01:15:39Z,325512,227077327
$SPY $UVXY $AAPL $AMZN $BA ES most likely on it&39;s way to 3400 by mid august. (there would be minor pullback of 100 some points from 3230 to 3130 in betwee.most likely next week or so). Then From 3400 it would drop to 2940-3000 range some time late August or early September followed by uhge rally going tinto election towards 3700-3800 (and if Trump wins 4K by Christmas Eve).  Here is the future look of the chart with the above info Good luck!,2020-07-12T01:13:36Z,482569,227077174
Peak profit for the last 6 expired option alerts for $AAPL 140.00  | 51.11  | 361.38  | 460.87  | 83.59  | 198.51  |,2020-07-12T01:13:34Z,1442893,227077172
"$AAPL [Jul-10 365.00 Calls] Option volume Up +173.42 % |  Volume: 1,687 vs 617 [URL]",2020-07-12T01:11:25Z,1442893,227076997
"$SQ $AAPL I’m bullish on tech going into this week, especially on SQ and Apple. What are people bearish on right now though? It seems like everything has a bullish sentiment",2020-07-12T00:57:25Z,3631441,227075928
$MSFT $GOOG $AAPL $AMZN $WMT  HATERS GONNA HATE,2020-07-12T00:53:13Z,3753849,227075632
"$QQQ  $TSLA   $AAPL $MSFT  the forward PE ratios right here right now are insane.enjoy crap Q2 earnings reports.Market    overdone , over cooked.If any of you kids were around back in 1999 dotcom bubble you know what i mean. Market grinded up. but the the ride down will be like a broken elevator falling down the shaft.",2020-07-12T00:44:33Z,891825,227074998
"$AAPL Warren Buffett has $9,000,000,000,000.00 in $AAPL shares. Seems like a good tip.",2020-07-12T00:43:57Z,275964,227074957
@TheTradingAnalyst @TKPTrader @AdamAlpha @Beachswingtrader @SqadGoals @MonkeyBananaGenius [URL] big RED FLAG. @thetradinganalyst claims he ONLY shows ONE “client” account performance as representative of his DarkSky.Capital “asset management firm” because he “cannot post millions of accounts” on his website. Yet he claims to run his “firm” through Interactive Broker using a Registered Investment Advisor account RIA where he links all his clients accounts. If that were true then he should be able to run an aggregate performance on his strategy and clients account to show his firms performance. This completely disprove his “I cannot post million of clients performance on my website” bullcrap.  He doesn’t disclosed his supposedly management fees by only calling them “small” haha what a fraud. You expose frauds with facts:$SPY $QQQ $amzn $tsla $aapl,2020-07-12T00:37:58Z,3391618,227074509
"$MSFT $AAPL $GOOG $AMZN $WMT | without liability protections in the next stimulus bill - consumers can sue online retailers for shipping coronavirus to them. Question - how can they know the package contain covid19?Answer - patients who have been sheltered-in-place are contracting Covid19, and their properties are tested for the coronavirus.  The coronavirus detected on Amazon, Walmart, Target packages and no where else in the home are evidences that the coronavirus entered the house through packages.Question - doesn&39;t sunlight kill the coronavirusAnswer - Yes, but packages are packed inside another packages, and warehouses do not have sunlight in them.Question - what will liability protections do?Answer - create a public health and warning standards for all companies to follow for them to be protected from Coronavirus, Covid19 lawsuits.  Liability protections will expedite reopening of offline retailers (brick and mortar) as the stores can reduce the spread of Coronavirus.",2020-07-12T00:31:00Z,315595,227073985
$SPY $UVXY $XOM $AAPL $TSLA The United States of America is going to be the “unsinkable ship” that just happens to sink to the bottom of the ocean. Titanic  :ice:  :ship:   :fire: ,2020-07-12T00:07:32Z,760587,227072260
"$SPY $UVXY $QQQ $AAPL $DJIA Why am I seeing so many bullish posts? US is getting about 70,000 new cases a day. You think they won’t lockdown again? I think they will. Wait until it’s 100,000 new US cases a day.",2020-07-12T00:00:08Z,760587,227071741
$AAPL NEW ARTICLE : Businesses including Apple and General Motors ask Trump to keep DACA in place [URL],2020-07-11T23:51:05Z,1555408,227071132
"$AAPL Good Long Entry on AAPL yesterday, took the 7/31 420c",2020-07-11T23:46:49Z,1107943,227070838
$AAPL bill gates plz shut the fuck up,2020-07-11T23:39:16Z,3728786,227070265
$MSFT $AAPL emptied out my savings to invest,2020-07-11T23:19:13Z,3385405,227068795
$SPY $QQQ $UVXY $AAPL $SNAP,2020-07-11T23:16:31Z,791542,227068573
$SPY $QQQ $AAPL $AAL $CCL Sorry bears,2020-07-11T23:12:56Z,1563159,227068340
$AAPL was analyzed by 26 analysts. The buy consensus is at 86%. So analysts seem to be very confident about $AAPL. [URL],2020-07-11T23:08:00Z,47688,227067997
$DJIA $amzn $aapl $msft $fb Dow 28K as soon as stimulus is passed &amp; corona cases decrease,2020-07-11T23:07:22Z,1853570,227067952
"$AAPL Sentiment is highly positive right now. News mentions: positive (22), negative (1), neutral (13) Sentiment score: +1.236 (scale of -1.5 to +1.5) Stock alerts, news, and research tools at tradethehalt.com",2020-07-11T23:05:20Z,2942797,227067809
$MSFT $AAPL PT for these two this upcoming week?,2020-07-11T22:57:11Z,3385405,227067203
$WORK $JPM $WMT or $AAPL,2020-07-11T22:53:26Z,3053072,227066893
$AAPL .,2020-07-11T22:41:37Z,3658596,227065943
$T $AAPL okay I need a little advice. If you have 4k to invest would u put it into at&amp;t or Apple at current prices. Take in for account that I have a full 15k portfolio on top of this with my biggest holding being facebook. Also take into account 5g coming,2020-07-11T22:39:44Z,3456458,227065814
$SPY $AAPL $MSFT up from here,2020-07-11T22:25:55Z,1340224,227064700
$SPY $AAPL when apple passes 400 in an already bubbliesh tech market.,2020-07-11T22:23:44Z,2869397,227064528
$AAPL confiscated 4 bricks of cocaine at work today with the Apple logo pressed on it. This is a sign.BULLISH!,2020-07-11T22:15:26Z,3552327,227063866
$SPY Trump is wearing a mask  :fire:  :tangerine:  $SPY to $400 and $AAPL to $500,2020-07-11T22:14:34Z,1179091,227063798
Mega cap &quot;ETF&quot; getting ready to go parabolic $FB $AAPL $AMZN $SPY,2020-07-11T22:08:31Z,313014,227063384
$MVIS Since @johnny_aaplseed is new to the board:$AAPL does have NED AR patents that use laser beam scanning similar to what $MSFT and MVIS use in Hololens 2. [URL] an accident that occurred years ago would indicate testing of such a NED. [URL],2020-07-11T22:08:19Z,1107166,227063367
"$TSLA $AAPL does anyone know if Biden wins and is inaugurated Feb 20, 2021 and successfully raises capital gains tax, would that go into effect for tax year 2021 or 2022 since 2021 would already have started?",2020-07-11T22:03:58Z,755728,227063012
$AAPL NEW ARTICLE : ClearBridge Large Cap Growth Strategy Portfolio Manager Commentary Q2 2020 [URL],2020-07-11T22:02:05Z,1555408,227062875
$AAPL $TSLA $NIO $BA  agreed and use that extra money to buy a nice house or investment property or something that appreciates in value,2020-07-11T21:56:15Z,2039402,227062414
"@POSITIVEPOWER $NIO $TSLA $AAPL $BA Sure, let’s all think small and be mediocre, and drive a Hyundai Accent because it has AC and takes you from point A to point B  :thumbs_up_medium-light_skin_tone:   :pile_of_poo: ",2020-07-11T21:50:06Z,2876524,227061820
"For the record, I entered last week with 0 positions in $TSLA and outlined my logic in this video: [URL]  I explained the logic on how I&39;m looking to trade that name and the overall market. $AMZN $AAPL",2020-07-11T21:43:05Z,338677,227061086
"@AdamAlpha @TKPTrader @Beachswingtrader @SqadGoals @TheTradingAnalyst @MonkeyBananaGenius Btw TradingAnalyst, don’t you comprehend overall means “overall PnL”? Where am I ONLY showing my PnL for one instrument as you imply? If it clearly says “OVERALL”. Again, OVERALL $ 1MM+ (POSITIVE) and $ 500K+ only in $AAPL It makes sense why your SKY.CAPITAL performance section is such a crap missing a lot of info on just 6month “Since inception” and showing ONLY ONE “client” as representative of your “firm” performance  :face_with_tears_of_joy: @TheTradingAnalyst exposed![URL] is mine, no FinancialAnalyst’s*",2020-07-11T21:37:27Z,3391618,227060282
$SPY $AAPL $LUV $DIS $MSFT SPY  :crossed_fingers: to  :rainbow: 360 with nearly 50 Million people unemployed in  :United_States: and counting,2020-07-11T21:22:23Z,593228,227057392
@Gab2020 i would rather have a beach house in costa rica for the same money $NIO $TSLA $AAPL $BA,2020-07-11T21:14:59Z,2996147,227055959
$AAPL  :clinking_beer_mugs:  Here’s to a future week of Green Apples.  :green_apple:  :money_bag: ,2020-07-11T21:14:52Z,1835746,227055914
"$NIO $TSLA $AAPL $BA thanks to corona and the market, I need a Ferrari Berlinetta. Thoughts?",2020-07-11T21:14:06Z,2876524,227055770
$SPY $AAPL $UDOW $NFLX $TDOC @Benzinga @BearishBullsss,2020-07-11T20:58:40Z,3284237,227052266
 :face_with_tears_of_joy:   :rolling_on_the_floor_laughing:   :grinning_face_with_sweat:   $AAPL $TSLA $AMZN $SPY $FB,2020-07-11T20:57:13Z,2859254,227051982
$SPY $AAPL $UDOW $NFLX $TDOC @traderelite,2020-07-11T20:56:47Z,3284237,227051911
$AMD  to upload the pic lol $AMD $75 lotto expire next week ? $AAPL $SPY $DJIA $AMZN,2020-07-11T20:55:47Z,322599,227051685
$SPY $AAPL $UDOW $NFLX $TDOC @Contrahour,2020-07-11T20:55:26Z,3284237,227051619
"I need some HELP! I am making money with the obvious options to trade- $SPY $AAPL $UDOW $NFLX $TDOC but its all a guess watching the stocks everyday. I want some backtesting software, if you say TOS, its not working right on my laptop so any advice is appreciated I dont want to guess, Im already making money but I want to make more by knowing how to scan for high probability stocks. I want to get this! 1. Best Class that is not to complicated 2. Best trading group and alerts 3. If there is backtesting software I can purchase Thank you for your response! @OMillionaires  @traderstewie @Stocktwits @tradespoon @anyatrades",2020-07-11T20:54:32Z,3284237,227051476
Your daily News digest for Apple Inc $AAPL [URL],2020-07-11T20:53:53Z,732840,227051343
"$AAPL Just watched the Apple/ Tom Hanks movie “Greyhound“.  Fantastic. More like this Apple, please! :thumbs_up: ",2020-07-11T20:51:50Z,1468666,227050854
$SPY This stream is more BORING thanMelania&39;s sex life WITHOUT allthe Doom and Gloom postersto cheer REALISTS up when thestock market acts IRRATIONAL.Stocks do not increase in valuebecause of waving  :United_States:  flags &amp;test rockets to the space station.Stocks represent present value of declining future cash flows.Cash flows based on world trade.When Trump is done with tariffsthese will be $AAPL customers.,2020-07-11T20:47:13Z,2212775,227049858
$AMD $75 lotto expire next week ? $AAPL $SPY $DJIA,2020-07-11T20:40:16Z,322599,227048903
$AAPL $NFLX $NVDA $MSFT $AMZN [URL],2020-07-11T20:38:44Z,2109323,227048754
$BABA $AAPL $NKLA $ZM $BAC monday is a trip to the moon fellas!,2020-07-11T20:02:25Z,3129417,227045868
$AAPL will fail in its efforts to move away from x86. They would have gone with $AMD if AMD didn&39;t partner with Samsung. Apple is very unprofessional that way. They feel they have to own the co they &quot;partner&quot; with without giving anything in return- not even a decent compensation to the partner. They may stay with x86 after 1-2 years of failure. May even adopt $AMD,2020-07-11T19:58:12Z,449424,227045527
"$SPY $DJIA $NDX $QQQ $AAPL  Looking over Apples Monthly  chart its crazy to think the EOY 2018 crash was bigger than the covid one, or that&39;s what its appearing as right now. The stock market is basically saying Trade war is bigger than lockdown/consumer confidence",2020-07-11T19:52:13Z,1528104,227045084
"$MSFT $AAPL $GOOG $AMZN $FB | I&39;m calling it - Amazon will miss earnings!  Their expenses ate 2 to 3 times higher than projected.  When news break that coronavirus has been infecting people through packages, health officials will shutdown warehouses until health standards are net.Amazon has conducted their own researches, and know coronavirus can be contracted from packages.",2020-07-11T19:38:32Z,315595,227044087
"$DJIA $msft $aapl $amzn Plan for a swing! Buffet, Ray Dalio and others might tell you that the market will crush. May be they are right but that will not happen before November or 2021.",2020-07-11T19:22:59Z,1853570,227042596
"$SPY Price/structure comparisons can be fun and instructive even though current behavior is completely independent of past behavior. Regardless, COVID crash and 1987 crash were both approximately 35% drops. Both recovered up to the top. 1987 was slower. COVID was faster. And then, 1987 ripped 20% higher over a couple of months. If the same 20% surge were to happen now, we&39;ll hit 3800 in short order. See you at the top fellow bulls. $AAPL $AMZN $TSLA",2020-07-11T19:04:34Z,1113388,227039563
"@silverlightning4 sold $aapl, bought $OKE",2020-07-11T18:47:31Z,2729276,227036368
$AAPL Is Apple Stock Getting Too Hot Again? Check the [URL],2020-07-11T18:45:58Z,962572,227036092
$AAPL has a Profit Margin of 21.35%. This is amongst the best returns in the industry. [URL],2020-07-11T18:05:02Z,47688,227027508
$AAPL 2 most undervalued stocks in the market right now. 1st is AAPL 2nd probably BABA. This is so obvious that’s it’s going to 600-700 and is going to split over and over again. This is the best investment money can buy long term,2020-07-11T18:03:29Z,1615100,227027153
"Deconstruct FAANG stocks, and the &39;N&39; should be replaced with another  $QQQ $FB $AAPL $AMZN $NFLX [URL]",2020-07-11T18:03:04Z,2762379,227027050
 :right_arrow:  Valuation equation: Liquidity + pandemic triggered accelerated growth = stock price explosion. :check_mark_button:  Use that formula to understand why the Market is blossoming right now. Stay long and let your position grow. The only thing is left to do is manage your risk properly. :laptop:  :chart_increasing:  $SPY $AAPL $MSFT,2020-07-11T17:54:51Z,2903782,227024941
"$MSFT $AAPL $GOOG $AMZN $WMT | Amazon Walmart are spreading the coronavirus through their packages. Remember all of those people who were infected by the coronavirus while they sheltered in place?  They found that the infections are from packages. China is releasing their research on the spread of Covid19 through packages, Amazon, Walmart, Target know about this, and they are trying to find to a way to mitigate the spread, and it will cost them a lot of money.  Amazon revenue will beat, but their expenses have exploded.  You can get Covid19 from your packages - 1) put your packages out in the sun if you can, 2) wipe down your packages and goods, 3) watch for sign of the coronavirus after you received the packages, and 4) get tested.",2020-07-11T17:40:49Z,315595,227022126
$SPY $AAL $QQQ $AAPL $CCLEat a dick cucky bears. Get ready for more winning on Monday.Harvard Grad. Full time portfolio manager and stock trader w/ 10+ yrs experience. Retired after paying off all undergrad and grad loans at 31. Funded a $40k account on 6/1 (up 14%+ since inception) with the hopes of showing folks how to trade and retire early as well. Join meI post all my trades if you want to learn how to make $ in any market.,2020-07-11T17:37:02Z,1563159,227021745
$AAPL $405 by earnings and $420 the first week of August,2020-07-11T17:35:12Z,1143860,227021557
"$NIO $TSLA $AAPL $BA Hey guys, any recommendations on how to quickly do your taxes across various investment accounts? Thoughts? Insights? Thanks!",2020-07-11T17:28:10Z,2876524,227020230
"$SPY $AAPL $GLD Save your charts, make a journal of trades, provide rationale for entry and exit. Go back and study results 3-6-12 months later.",2020-07-11T17:23:17Z,286743,227019002
"$SPCE $TWTR $FB $GOOGL $AAPL We have a new record for Virgin Galactic!Shorted shares amount jumped from 29,980,000 shares to 41,370,000. It&39;s +38%Short Percent of Float is 77,11%Crazy Crazy Crazy numbersEpic short squeeze is ahead.[URL]",2020-07-11T17:16:06Z,3505894,227018252
"$SPY $TSLA $AAPL $AMZN $SPXS Its days like today where I sit back and think about how fortunate I am to be able to trade and do as I please. I’m certainly not the richest, however my wallet and portfolio aren’t the reason for my happiness. I extend my wishes and gratefulness for health onto everyone here. Best of luck and enjoy your weekend.",2020-07-11T17:15:22Z,2206674,227018197
"$AAPL has android for 10 years and this year decided to switch over to iPhone, worst decision I’ve ever made.can’t wait to switch back to android",2020-07-11T17:11:26Z,665589,227017889
"$SPY once $aapl discovered the cure for cancer at the beginning of 2019, we entered a new era of prosperity.  Wait.",2020-07-11T17:10:16Z,1035384,227017807
"@Investfun yes only a few months ago in March. and I put my money in growth blue chip companies with great balance sheets, $AAPL $MSFT and yes $TSLA.  Ford does not have a) growth or b) a good balance sheet. It is trading at $6.that is pretty much penny territory last time I checked.  I hope you are not one of those bagholders that have held the &39;legacy&39; stock from when it was trading at $17 6-7 years ago.  If so, I feel sad that you are stuck in that rut.  That 13% yield on a $0.15 quarterly dividend really breathes confidence in $F future as well! LOL buy Ford stock.GTFOH",2020-07-11T17:07:55Z,3700161,227017601
"Updated ratings for Gap($GPS), Apple($AAPL), TFS… [URL] canada canadian_equities CA",2020-07-11T17:02:33Z,56948,227017167
$AAPL I want a dip here  :alarm_clock: ,2020-07-11T17:02:09Z,2241609,227017126
$AAPL 425$ this week?,2020-07-11T16:54:00Z,2826617,227016301
"$AAPL 1,700,000,000,000",2020-07-11T16:53:14Z,884704,227016234
- Food- Shelter- IphoneNot necessarily in that order $AAPL,2020-07-11T16:48:23Z,909664,227015729
$NOK  :rocket: ! 5G is on the play this year with $AAPL new 5G phones!,2020-07-11T16:47:21Z,3568220,227015619
$AAPL None of the current apple products are compatible with 5G.   How much revenue will Apple take in when everyone needs to upgrade their multiple AAPL devices ALL AT ONCE?,2020-07-11T16:46:17Z,909664,227015490
$AAPL ’405.00’.,2020-07-11T16:41:02Z,1339265,227014834
$NQ_F The Index like the whole technology sector extending higher within the cycle from lows at 03.23.2020 low. Here is the latest 4-hour chart to members at [URL] showing the idea. elliottwave trading $AAPL $FB $AMZN,2020-07-11T16:39:16Z,128933,227014584
"Updated ratings for Apple($AAPL), EMC… [URL] portfolio_prospective better_portfolio diversify",2020-07-11T16:28:04Z,56948,227013136
$AAPL those that like entertainment stocks you may want to consider STX IPO through Merger with Eros.  Tomorrow voting on merger.  Great time to get into the ground floor of Eros STX international.   Maximum growth potential.  See $EROS,2020-07-11T16:26:26Z,3333525,227013025
"If WWS was red Bears would be saying &quot;depression, flush monday, circuit breakers&quot; but since it is green, it doesn&39;t matter now  :man_shrugging:  :face_with_tears_of_joy:  $AAPL $MSFT $SPY",2020-07-11T16:24:58Z,236839,227012931
$AAPL $SAVE $FB $AMZN $DAL  TRUMP2020,2020-07-11T16:20:07Z,3340198,227012567
"$AAPL what will be the plays next week? Banks/Financials:Wells Fargo/JPBig tech :   :green_apple:  , amazon, FB, Biotech :Moderna/INOWhat will it be. :man_dancing: Will Tesla keep running up!",2020-07-11T16:19:04Z,1089130,227012490
$SQ Monday will be a crazy day. I see $MSFT $AAPL and SQ all recovering to the highs it was at before and Will make new highs during next week. $TSLA looks very bullish and I will add calls when it dips to $1450-$1500 area. Holding calls on MSFT AAPL SQ WMT,2020-07-11T16:16:17Z,1839459,227012289
$QQQ $SPY $TSLA $ROKU $AAPL The best traders ever with real time support! bit.ly/2CmdQd4,2020-07-11T16:10:00Z,3775466,227011837
"$AMZN $AAPL $GOOGL $MSFT $FB &quot;If it&39;s going up, it&39;ll just keep going up. Forever. Tech blue chips are too big to fail.&quot; -speculators. (No positions)",2020-07-11T16:03:19Z,2837006,227011318
$SPY $QQQ $UVXY $AAPL $SNAP Sneeky Peeky at our Sunday Research Report under construction. Don&39;t miss Sunday&39;s TWITNADO with insights.,2020-07-11T16:03:17Z,812524,227011313
$AAPL Trump-If only we knew what we always knew.,2020-07-11T16:02:16Z,199997,227011229
$WMT $AAPL $DIS $TSLA $AMZN imagine if they got rid of all the churchs and religious places how much very few will have the power maybe even Jesus would return,2020-07-11T16:00:47Z,3198946,227011099
$AAPL Watch the week in review stream! [URL],2020-07-11T15:44:23Z,2114257,227009714
"$AMD $AAPL I thought that was strange too, like so much of the market activity this year.",2020-07-11T15:42:40Z,3048026,227009600
"$AMD Some more info pointing towards Apple moving away from  AMD GPUs. Amazing  how it moved up 10% on weak AMD based mac rumours, which have been squashed and burt does nothing when there&39;s strong rumours of Apple dropping them altogether. $AAPL",2020-07-11T15:31:47Z,1528104,227008825
$AAPL Hello. Gang.Does Anybody know whether iPhone 13 (2021) is 5G phone?  :upside-down_face:  :slightly_smiling_face:  :upside-down_face:  :slightly_smiling_face:  :upside-down_face:  :slightly_smiling_face: ,2020-07-11T15:28:05Z,2807818,227008575
$AAPL NEW ARTICLE : ClearBridge Dividend Strategy Portfolio Manager Commentary Q2 2020 [URL],2020-07-11T15:27:05Z,1555408,227008495
"@THE_ALL_KNOWING_RAT I have the same dilemma, so many opportunities. I’ll prob sell my $NFLX  on Mondays continuation then buy options on $AAPL into er",2020-07-11T15:26:33Z,3267854,227008449
Deconstruct FAANG stocks and the &39;N&39; warrants replacing with another  $FB $AAPL $AMZN $NFLX $GOOG [URL],2020-07-11T15:19:04Z,2762379,227007941
$AAPL NEW ARTICLE : Remote Work and Remote Learning Are Driving a Surge in PC Demand [URL],2020-07-11T15:07:14Z,1555408,227007152
$AAPL NEW ARTICLE : Remote Work and Remote Learning Are Driving a Surge in PC Demand [URL],2020-07-11T15:07:14Z,1555408,227007152
"$tsla $fb $AAPL $wafu $mu Largest trading community! 20,000+ members, Up to 460% profits in an hour. we tip each other off about day trading, swing trading, stocks and options: bit.ly/Eagle87",2020-07-11T15:04:22Z,3775049,227006966
$SPY $AAPL Bulls on Monday,2020-07-11T15:01:34Z,665589,227006795
$AAPL 390+ this week,2020-07-11T14:51:57Z,1651138,227006181
"1 of 10 $AAPL $AXP $BA L for long, S for short, F for flat … see 2/10",2020-07-11T14:51:38Z,3553,227006166
$AAPL Apple Stock Is Up 30% This Year. What&39;s Next? [URL],2020-07-11T14:50:33Z,3395308,227006096
$AAPL NEW ARTICLE : Apple Stock Is Up 30% This Year. What&39;s Next? [URL],2020-07-11T14:43:17Z,1555408,227005632
$AAPL iPadOS &amp; iOS 14 public beta: all the overdue features [URL],2020-07-11T14:29:02Z,3395308,227004491
"$BTC.X $AAPL $AMD $TWTR $FB A powerful piece written by Ted Nugent   Take a little trip to Valley Forge in January. Hold a musket ball in your Fingers and imagine it piercing your flesh and breaking a bone or two.   There won&39;t be a doctor or trainer to assist you until after the battle, so Just wait your turn. Take your cleats and socks off to get a real Experience.   Then, take a knee on the beach in Normandy where man after American man Stormed the beach, even as the one in front of him was shot to pieces, the Very sea stained with American blood.   The only blockers most had were the   Dead bodies in front of them, riddled with bullets from enemy fire.   Take a knee in the sweat soaked jungles of Vietnam.   From Khe Sanh to Saigon, anywhere will do. Americans died in all those jungles. There was no Playbook that told them what was next, but they knew what flag they Represented. When they came home, they were protested as well, and spit on for reasons only cowards know.",2020-07-11T14:21:34Z,1481588,227003603
"Shower. thought.: If shorts stop shorting, this market will collapse. Bull rally powered by shorts.shorts keep having to coverStocks are going parabolic off non-bad news.$SPY $AAPL @Kornie7 btw (LOOL) if you. get worked about about his",2020-07-11T13:56:11Z,3327267,227000036
"$AAPL The Instrument has been trading within a well-defined channel since the lows at 03.23.2020, we should be ending a five waves advance since lows at 6.29.2020 next week and another chance to buy will happen. Here is the latest 4 Hour chart to members at [URL] showing the idea. elliottwave trading",2020-07-11T13:51:56Z,128933,226999788
$AAPL $MSFT $PCG $QCOM - MONDAY BABY,2020-07-11T13:42:14Z,1398947,226999158
"$AAPL When you compared to TESLA, Apple’s SP is way undervalued. Waiting for iPhone 12 Max Pro. $500 plus easily.  :call_me_hand:  :collision:  :rocket: ",2020-07-11T13:17:29Z,2785775,226996763
$AAPL NEW ARTICLE : iPhone SE: Apple&39;s smallest iPhone isn&39;t actually that small. Here&39;s why that matters [URL],2020-07-11T13:05:06Z,1555408,226995204
